"OBJECT_ID","S_INFO_WINDCODE","TRADE_DT","S_DQ_OPEN","S_DQ_HIGH","S_DQ_LOW","S_DQ_CLOSE","S_DQ_SETTLE","S_DQ_VOLUME","S_DQ_AMOUNT","S_DQ_OI","S_DQ_OICHANGE","S_DQ_PRESETTLE","S_DQ_CHANGE1","S_DQ_CHANGE2","S_DQ_PCTCHANGE1","S_DQ_PCTCHANGE2","OPDATE","OPMODE"
{3C19A0AA-35F0-411C-AE4F-02461AB0BC10},MO2612-P-8400.CFE,"20260716",1157,1266.8,1109.4,1266.8,1247.6,64,763.51,521,15,1127.4,139.4,120.2,12.36,10.66,2026-07-16 16:28:33,"1"
{459C608B-1BB4-4C68-B4C6-ECF6365923C6},MO2609-P-8800.CFE,"20260716",1159,1331.8,1159,1331.8,1311.4,32,391.876,1208,0,1143.4,188.4,168,16.48,14.69,2026-07-16 16:28:33,"1"
{189C6F87-3853-4568-B183-0E690B47E34E},MO2706-P-8600.CFE,"20260716",1730,1760,1660,1760,1781.4,5,84.876,78,-1,1663.2,96.8,118.2,5.82,7.11,2026-07-16 16:28:33,"1"
{33C05452-A5F0-44CC-B65F-41AABEFD2EDD},MO2608-C-9700.CFE,"20260716",5,6,4.6,5.2,5.2,459,24.346,942,-66,5.6,-0.4,-0.4,-7.14,-7.14,2026-07-16 16:28:33,"1"
{0659FDBF-F03A-469B-ADEC-335DD0E17A30},MO2703-P-9000.CFE,"20260716",,,,1734,1944.6,0,0,77,0,1813,-79,131.6,-4.36,7.26,2026-07-16 16:28:33,"1"
{10982D63-57C2-405D-AABB-8D755DA68502},MO2612-C-8200.CFE,"20260716",288.2,321.6,267.8,273.2,274,126,367.468,1645,34,311.6,-38.4,-37.6,-12.32,-12.07,2026-07-16 16:28:33,"1"
{195B7FFC-83CD-4A64-ACF4-48FF2AF6B860},MO2608-C-8900.CFE,"20260716",24.2,28.4,20.2,23,23,1204,296.382,1998,125,28.2,-5.2,-5.2,-18.44,-18.44,2026-07-16 16:28:33,"1"
{2B468A8C-8261-4478-A652-A48D4D0A5CF0},MO2612-P-8600.CFE,"20260716",1322.6,1421.6,1269,1421.6,1408.6,46,613.052,1067,11,1282.2,139.4,126.4,10.87,9.86,2026-07-16 16:28:33,"1"
{06CF5A48-A836-4853-85D3-417E5C452DEC},MO2608-P-9800.CFE,"20260716",2007.6,2220,1997.2,2220,2192.2,33,685.292,232,7,2038.4,181.6,153.8,8.91,7.55,2026-07-16 16:28:33,"1"
{22FC7773-998A-49A9-B883-B5FEC5B6D92F},MO2609-C-7600.CFE,"20260716",435.8,471.6,366,393.6,393.6,552,2216.426,1904,212,463,-69.4,-69.4,-14.99,-14.99,2026-07-16 16:28:33,"1"
{3513C19F-2DCC-4016-840E-70C897B24A01},MO2612-C-8800.CFE,"20260716",170.6,187.4,156,162.8,162.8,243,417.866,1888,58,182.8,-20,-20,-10.94,-10.94,2026-07-16 16:28:33,"1"
{3D920A79-F497-4989-9073-8C370981E401},MO2608-C-7500.CFE,"20260716",428.2,478,347.2,365.8,368,1041,4300.652,591,200,459,-93.2,-91,-20.31,-19.83,2026-07-16 16:28:33,"1"
{3DD836F7-D5A3-40AD-A84A-2E3C41016E38},MO2609-P-7100.CFE,"20260716",170,210.6,145.2,200.8,200.8,237,422.892,183,58,151.4,49.4,49.4,32.63,32.63,2026-07-16 16:28:33,"1"
{3DF1DB91-3019-4D10-9C1F-6912E36EA22F},MO2609-P-9400.CFE,"20260716",1833.8,1872.4,1676.8,1872.4,1859.6,13,229.49,437,0,1731.4,141,128.2,8.14,7.4,2026-07-16 16:28:33,"1"
{07626283-C0C1-4E25-B01E-6D011AF05D55},MO2608-C-8200.CFE,"20260716",125,139.6,97.4,106.6,106.6,4541,5379.772,4952,582,136,-29.4,-29.4,-21.62,-21.62,2026-07-16 16:28:33,"1"
{11EF9D4F-91A8-4BCE-B36D-6AAF99A831A2},MO2608-C-8500.CFE,"20260716",60,74.2,53.4,57,57,7834,4977.884,10940,1134,71,-14,-14,-19.72,-19.72,2026-07-16 16:28:33,"1"
{2C509503-D45E-4842-A3B0-7392DCE7D0DD},MO2607-P-7600.CFE,"20260716",32.6,77,13.6,42,42,40934,14691.116,3836,-139,19.2,22.8,22.8,118.75,118.75,2026-07-16 16:28:33,"1"
{35316E5A-ED0D-42E8-B704-06E3F0EFEE3F},MO2608-P-8100.CFE,"20260716",520,636.2,454.8,609.6,609.6,2455,13116.994,2508,203,480,129.6,129.6,27,27,2026-07-16 16:28:33,"1"
{35815FFF-0DB2-4584-A8C4-7DC12C52B517},MO2608-C-7000.CFE,"20260716",790.6,868.8,682,704,704,79,599.544,90,28,844.8,-140.8,-140.8,-16.67,-16.67,2026-07-16 16:28:33,"1"
{358A7ED9-42E8-4F07-B6D3-2CF825461C05},MO2703-C-7200.CFE,"20260716",699,747.8,659.8,659.8,667.2,29,201.57,192,7,746,-86.2,-78.8,-11.55,-10.56,2026-07-16 16:28:33,"1"
{07DB7A3D-D750-4141-A9A2-5DCAD4710957},MO2608-P-8600.CFE,"20260716",944.2,1053.8,851.8,1025,1030,193,1824.678,1675,12,858.8,166.2,171.2,19.35,19.93,2026-07-16 16:28:33,"1"
{1274D2F8-1F43-43A7-ACC5-03F66DB54C93},MO2609-P-6400.CFE,"20260716",44.6,60.6,38.8,57,57.6,667,334.072,1062,111,43.2,13.8,14.4,31.94,33.33,2026-07-16 16:28:33,"1"
{244AE5B1-5007-4A77-B7DD-1551E92ABE47},MO2609-P-7400.CFE,"20260716",277.6,334.4,230.2,315.8,315.8,655,1932.024,3663,-20,249.2,66.6,66.6,26.73,26.73,2026-07-16 16:28:33,"1"
{3EEC90F6-560F-4DE1-B695-1DC68DCB6348},MO2612-P-9000.CFE,"20260716",1654.8,1689.6,1609.8,1689.6,1731.8,21,344.67,1005,8,1599.6,90,132.2,5.63,8.26,2026-07-16 16:28:33,"1"
{44D20798-478F-4CC2-9EFC-8698A1148A28},MO2607-C-7000.CFE,"20260716",751,840.8,629.4,633.6,659,134,1033.87,35,5,838,-204.4,-179,-24.39,-21.36,2026-07-16 16:28:33,"1"
{1313E6E9-3576-435D-9B57-6A57889B21BE},MO2706-C-9200.CFE,"20260716",227.6,227.6,220.6,220.6,209,3,6.688,53,2,225.4,-4.8,-16.4,-2.13,-7.28,2026-07-16 16:28:33,"1"
{1BD27A60-59CB-4B5F-852A-E09A4499E880},MO2703-C-6800.CFE,"20260716",911.8,970,860.4,860.4,860.4,22,199.47,179,18,964,-103.6,-103.6,-10.75,-10.75,2026-07-16 16:28:33,"1"
{24BE3BC8-8F0F-48B2-B818-274A18281B9C},MO2607-P-8500.CFE,"20260716",750,883.4,642.2,850,841.8,1036,7678.696,2258,-386,675.8,174.2,166,25.78,24.56,2026-07-16 16:28:33,"1"
{24DBFD5B-D1AC-4609-8135-C71D6379726A},MO2607-C-9100.CFE,"20260716",0.2,0.4,0.2,0.2,0.2,256,0.548,1815,-200,0.2,0,0,0,0,2026-07-16 16:28:33,"1"
{2DC7A388-0D2D-4BD3-A13D-546468E9249E},MO2612-C-7400.CFE,"20260716",580,625,530,539,539,140,809.762,728,13,622.6,-83.6,-83.6,-13.43,-13.43,2026-07-16 16:28:33,"1"
{367673C2-6CF5-4F8A-945E-A30440395127},MO2609-C-8800.CFE,"20260716",74.6,90,71.8,73.6,75,572,449.724,4008,17,85.4,-11.8,-10.4,-13.82,-12.18,2026-07-16 16:28:33,"1"
{36E23993-DA47-4956-AE1A-D59F813159A4},MO2609-C-7400.CFE,"20260716",543.4,577.6,467.2,467.8,481,111,564,982,35,582.8,-115,-101.8,-19.73,-17.47,2026-07-16 16:28:33,"1"
{1367AD23-4016-4ABE-BD03-8AAC6B0CCF33},MO2609-C-7200.CFE,"20260716",650,718,575.6,595,595,95,636.342,637,29,715.8,-120.8,-120.8,-16.88,-16.88,2026-07-16 16:28:33,"1"
{2E45C692-F380-40B0-8FDD-CA34A2DD52B8},MO2607-P-9700.CFE,"20260716",1881.8,1945.8,1876,1945.8,2043,14,265.478,158,-3,1875.2,70.6,167.8,3.76,8.95,2026-07-16 16:28:33,"1"
{36F456BC-1C94-4501-84B1-873A231B1359},MO2609-C-7100.CFE,"20260716",750.2,756.8,641.2,641.2,663.6,8,60.126,24,2,783.6,-142.4,-120,-18.17,-15.31,2026-07-16 16:28:33,"1"
{404612BD-7533-4560-8B4B-24A0D5554D64},MO2703-C-7600.CFE,"20260716",522.4,575.8,495.8,500.8,500.8,132,715.69,542,93,574.8,-74,-74,-12.87,-12.87,2026-07-16 16:28:33,"1"
{00ADC6D4-4138-498D-921B-FA48D4153644},MO2706-P-9800.CFE,"20260716",2799.6,2799.6,2799.6,2799.6,2977.4,2,56.912,30,0,2891.6,-92,85.8,-3.18,2.97,2026-07-16 16:28:33,"1"
{13CC08A4-DDCD-4053-AF19-D706BEEA4E95},MO2609-P-8600.CFE,"20260716",1033,1164.6,965.4,1164.6,1128.6,90,963.222,2348,11,976.8,187.8,151.8,19.23,15.54,2026-07-16 16:28:33,"1"
{13FE3D20-A2E7-4AD9-8EAC-92EAC07DB770},MO2608-C-7200.CFE,"20260716",616,696,540,566,566,148,902.366,574,54,676.6,-110.6,-110.6,-16.35,-16.35,2026-07-16 16:28:33,"1"
{1D217A20-F161-42AE-9B6D-02E8C91FD692},MO2607-C-7600.CFE,"20260716",201.4,275.4,72,97,97,11951,18385.654,1747,623,252.2,-155.2,-155.2,-61.54,-61.54,2026-07-16 16:28:33,"1"
{25B75AF6-0434-46BD-82B7-869873E33997},MO2706-C-9400.CFE,"20260716",195.6,197,188.6,188.6,187,3,5.812,69,-1,200.4,-11.8,-13.4,-5.89,-6.69,2026-07-16 16:28:33,"1"
{408D7ADB-E2E2-464C-845C-9C99BBB9BC77},MO2609-P-8900.CFE,"20260716",1405,1405,1404.8,1404.8,1404.8,8,105.388,238,0,1229.8,175,175,14.23,14.23,2026-07-16 16:28:33,"1"
{017C57A2-E98A-44C4-A4A7-74A5CB7F07A8},MO2607-C-9300.CFE,"20260716",0.2,0.4,0.2,0.2,0.2,203,0.466,2022,-32,0.2,0,0,0,0,2026-07-16 16:28:33,"1"
{01A9750F-2948-4841-9DAE-4BFA1D47C0AD},MO2609-C-7000.CFE,"20260716",820.2,870,712,733,733,170,1335.348,1071,18,863.4,-130.4,-130.4,-15.1,-15.1,2026-07-16 16:28:33,"1"
{ECFB4370-C51C-4E41-9D6E-59565C8F3EF1},MO2607-C-7500.CFE,"20260717",147.2,157,0.2,0.2,0,44404,17454.192,0,-798,170,-169.8,-170,-99.88,-100,2026-07-17 16:26:57,"1"
{7DC26759-0D79-486E-AA19-4A3A40433859},MO2608-P-8200.CFE,"20260717",726.8,1139.4,726.8,1125.8,1125.8,1327,12406.51,3091,-303,690.4,435.4,435.4,63.06,63.06,2026-07-17 16:26:57,"1"
{7DFE05AE-0C2F-44E9-B78F-0482AF0690C5},MO2703-P-9400.CFE,"20260717",2352.2,2472.6,2352.2,2472.6,2698.4,4,94.7,46,1,2293,179.6,405.4,7.83,17.68,2026-07-17 16:26:57,"1"
{7E2535CC-6BD2-44E7-9346-DF675C958932},MO2609-C-6200.CFE,"20260717",1324.4,1324.4,967,971.8,971.8,209,2503.114,506,88,1387.4,-415.6,-415.6,-29.96,-29.96,2026-07-17 16:26:57,"1"
{87742105-784F-4621-8F4A-6F1DD2C93841},MO2706-C-7200.CFE,"20260717",658,659.4,466,477,477,133,762.604,133,69,685,-208,-208,-30.36,-30.36,2026-07-17 16:26:57,"1"
{908C072C-7275-4FE4-B994-B549AF6B6488},MO2609-P-7600.CFE,"20260717",439.4,742.4,439.4,731.8,731.8,1295,7205.282,2493,-238,404.8,327,327,80.78,80.78,2026-07-17 16:26:57,"1"
{9980D9B5-DD78-49F7-8DAC-F42D657CA0CF},MO2607-C-7700.CFE,"20260717",32,39,0.2,0.2,0,26619,2896.148,0,-3817,45.6,-45.4,-45.6,-99.56,-100,2026-07-17 16:26:57,"1"
{99F5A89B-7B78-45E7-8D43-4374033D4485},MO2608-C-7900.CFE,"20260717",184.8,184.8,82.8,91.8,91.8,5850,8209.692,3826,789,190,-98.2,-98.2,-51.68,-51.68,2026-07-17 16:26:57,"1"
{A2B52525-FEE7-49C7-9914-F4019F1268FC},MO2608-C-7400.CFE,"20260717",408,412,195.6,210.4,210.4,6428,18729.876,2350,1849,438.2,-227.8,-227.8,-51.99,-51.99,2026-07-17 16:26:57,"1"
{AC1E5976-1D3B-43D3-BBFF-AF037DC2B5C2},MO2706-P-8800.CFE,"20260717",2098.2,2254.2,2098.2,2253,2279,5,107.262,173,-1,1945.2,307.8,333.8,15.82,17.16,2026-07-17 16:26:57,"1"
{D1543E1B-92AC-4744-B2BD-3F6FC84DFE0D},MO2706-C-9800.CFE,"20260717",147.8,153,119.2,121.6,121.6,388,549.822,248,-16,150.8,-29.2,-29.2,-19.36,-19.36,2026-07-17 16:26:57,"1"
{DA7E10F0-198E-41AB-8E67-F3001160EA9D},MO2609-C-7000.CFE,"20260717",701,714.8,420.6,436,440.8,867,4868.518,1429,358,733,-297,-292.2,-40.52,-39.86,2026-07-17 16:26:57,"1"
{EDC23418-9D01-49FF-80D9-4E3C9888E5AE},MO2706-C-7000.CFE,"20260717",750,750,533.4,533.4,540.2,130,848.788,117,75,767.6,-234.2,-227.4,-30.51,-29.62,2026-07-17 16:26:57,"1"
{EDE9D1A9-F282-45A1-8032-26B14B3C42DD},MO2609-C-7700.CFE,"20260717",313.6,321.2,179.8,192.2,192.2,463,1235.606,442,104,334.2,-142,-142,-42.49,-42.49,2026-07-17 16:26:57,"1"
{EDF740F2-E6A2-4F0D-9ED1-BD83DF60DC00},MO2706-P-9600.CFE,"20260717",2874.8,2982.2,2874.8,2982.2,3183.2,2,58.57,16,1,2803,179.2,380.2,6.39,13.56,2026-07-17 16:26:57,"1"
{F6D5BC73-D4CB-4768-8A3F-10E13A95F453},MO2608-C-7600.CFE,"20260717",330,330,140.6,151.6,151.6,10499,24113.19,3646,2222,319.6,-168,-168,-52.57,-52.57,2026-07-17 16:26:57,"1"
{6C3596CE-8224-47A9-9040-4D054A5A97E3},MO2607-C-8500.CFE,"20260717",0.4,0.4,0.2,0.2,0,1683,3.964,0,-6359,0.4,-0.2,-0.4,-50,-100,2026-07-17 16:26:57,"1"
{753F4A25-6896-449C-9A19-92AC9C4D6A55},MO2703-C-8000.CFE,"20260717",369.6,371.4,252,260.8,260.8,129,431.65,498,17,385.4,-124.6,-124.6,-32.33,-32.33,2026-07-17 16:26:57,"1"
{8849CDAF-5661-4247-A11F-2142753C0BE9},MO2608-P-8500.CFE,"20260717",935,1418.2,935,1400.6,1330.8,1143,13674.402,2523,-150,940,460.6,390.8,49,41.57,2026-07-17 16:26:57,"1"
{A34C3941-7EB0-4177-937F-C459C94E098C},MO2608-P-8700.CFE,"20260717",1175,1608.2,1175,1598.2,1585.2,243,3433.986,825,-29,1116.2,482,469,43.18,42.02,2026-07-17 16:26:57,"1"
{A39A12C5-A9B5-46AE-84B6-3120DC425E66},MO2609-C-7400.CFE,"20260717",452.8,463,259,278.6,278.6,1996,7237.168,1825,843,481,-202.4,-202.4,-42.08,-42.08,2026-07-17 16:26:57,"1"
{AD35A53C-003C-4728-8B81-F696410EEB0B},MO2608-C-9700.CFE,"20260717",5.8,7.6,4.4,6,6,1419,88.564,1120,178,5.2,0.8,0.8,15.38,15.38,2026-07-17 16:26:57,"1"
{B5F396C2-BFE3-4445-9233-47FCE48A7582},MO2703-P-7000.CFE,"20260717",551,745.8,551,745.8,745.8,241,1555.544,676,-14,541.4,204.4,204.4,37.75,37.75,2026-07-17 16:26:57,"1"
{BF3E645E-B46F-4E93-B9DA-48790F040A56},MO2703-P-6600.CFE,"20260717",391,516,386.6,510,508.2,1032,4686.04,3084,206,366,144,142.2,39.34,38.85,2026-07-17 16:26:57,"1"
{C858F82E-2636-448F-AE55-C56FB5F1EFA3},MO2609-P-6200.CFE,"20260717",38.8,99,38.8,87.2,87.2,5276,3564.066,2944,938,38.6,48.6,48.6,125.91,125.91,2026-07-17 16:26:57,"1"
{D232795D-F444-4CDD-8A75-0EE3DEBD27A5},MO2612-P-10000.CFE,"20260717",2760.6,3060.4,2760.6,3060.4,3110.4,47,1324.768,280,36,2660.4,400,450,15.04,16.91,2026-07-17 16:26:57,"1"
{F7A1B3DB-3EAA-4C2C-A350-D331521B7226},MO2609-C-9400.CFE,"20260717",30.6,37.6,28.2,30,30,539,172.616,1993,-83,32.8,-2.8,-2.8,-8.54,-8.54,2026-07-17 16:26:57,"1"
{6CA902F2-E9B7-4E73-B682-B7D9F0CE7AA6},MO2703-P-9600.CFE,"20260717",2712,2712,2705.2,2705.2,2882.6,6,162.584,56,2,2465.6,239.6,417,9.72,16.91,2026-07-17 16:26:57,"1"
{7EFE58AB-AA5C-467D-8AA0-20D7EC0B36B0},MO2608-C-9000.CFE,"20260717",19.4,23.2,14.2,16.2,16.2,6089,1169.018,6839,74,19.4,-3.2,-3.2,-16.49,-16.49,2026-07-17 16:26:57,"1"
{91FF1903-3CCB-4A95-8997-F1DA52F8F2AC},MO2609-C-9500.CFE,"20260717",28,34.4,25.8,27.4,27.4,197,57.098,562,36,28.4,-1,-1,-3.52,-3.52,2026-07-17 16:26:57,"1"
{92241863-810B-49F1-9A31-9FE1E1A63D1D},MO2608-C-6800.CFE,"20260717",798.6,804,490.6,503.4,506,491,2992.896,251,251,861.6,-358.2,-355.6,-41.57,-41.27,2026-07-17 16:26:57,"1"
{9B53D049-ED61-4DF5-A6F4-A331DA6061D8},MO2612-C-7600.CFE,"20260717",444,450.4,288,300,300,981,3824.784,1603,189,461,-161,-161,-34.92,-34.92,2026-07-17 16:26:57,"1"
{B6390215-375C-4DA9-9009-70D6A4317B0F},MO2608-C-7500.CFE,"20260717",323,358.4,166.2,180.2,180.2,10781,28294.34,3542,2951,368,-187.8,-187.8,-51.03,-51.03,2026-07-17 16:26:57,"1"
{C8FA14EA-921B-4A44-94DB-3BCE66DD3906},MO2607-C-7300.CFE,"20260717",291.8,303.4,0.2,0.2,0,27339,15145.434,0,-158,360.6,-360.4,-360.6,-99.94,-100,2026-07-17 16:26:57,"1"
{DB9B508F-153B-413C-AE4A-8E922B1FF75E},MO2609-C-8600.CFE,"20260717",95.2,100.2,63.2,68.4,68.4,2067,1746.522,5995,135,99,-30.6,-30.6,-30.91,-30.91,2026-07-17 16:26:57,"1"
{E595BAFC-E14A-4CBA-B2D7-44790374F16F},MO2607-C-6800.CFE,"20260717",755.4,755.4,417.2,463,465.9,177,1081.548,0,0,858.2,-395.2,-392.3,-46.05,-45.71,2026-07-17 16:26:57,"1"
{EEF0C6DC-B661-439B-BCB5-CF8E0E8AEAD6},MO2612-C-9400.CFE,"20260717",86,100.4,73.4,75.6,78.2,275,251.424,1020,12,95.4,-19.8,-17.2,-20.75,-18.03,2026-07-17 16:26:57,"1"
{6DB00A40-8E04-4A35-B55F-7CE3FFD76F71},MO2608-C-8600.CFE,"20260717",38,48.2,24,29,29,6164,2361.418,4980,-187,42.6,-13.6,-13.6,-31.92,-31.92,2026-07-17 16:26:57,"1"
{76749EF2-8C4E-4B74-B7F6-24D39D6AC813},MO2609-C-6800.CFE,"20260717",865.6,865.6,532.4,541.6,541.6,166,1150.618,630,74,893.6,-352,-352,-39.39,-39.39,2026-07-17 16:26:57,"1"
{7FE098C2-F99B-4596-8A5C-0864AAFA2FD2},MO2607-P-7600.CFE,"20260717",54.6,399.2,51.4,334.2,334.1,24294,34139.252,0,-3836,42,292.2,292.1,695.71,695.48,2026-07-17 16:26:57,"1"
{9290B669-44AC-4E7B-B10A-9FCF67353045},MO2608-P-8800.CFE,"20260717",1264.2,1708,1264.2,1708,1618.4,237,3575.59,545,-88,1209,499,409.4,41.27,33.86,2026-07-17 16:26:57,"1"
{9BAA1896-F05A-4869-A19B-5D38071F87BE},MO2609-P-6600.CFE,"20260717",91.6,197.8,91.6,184.6,184.6,1765,2431.152,1583,304,81.4,103.2,103.2,126.78,126.78,2026-07-17 16:26:57,"1"
{A493C65A-B885-4A8C-B086-861ACE8DE137},MO2612-C-7400.CFE,"20260717",507,526,342,351,356,590,2702.288,998,270,539,-188,-183,-34.88,-33.95,2026-07-17 16:26:57,"1"
{AE2E798C-F0FB-46A4-A2C4-91B1D7E094F7},MO2607-C-7600.CFE,"20260717",89.8,89.8,0.2,0.2,0,37312,9037.942,0,-1747,97,-96.8,-97,-99.79,-100,2026-07-17 16:26:57,"1"
{EF6B9D1E-E21C-4ADB-8E35-1ACAA520084F},MO2706-P-7800.CFE,"20260717",1259.6,1467.2,1208.6,1467.2,1467.2,74,1012.522,478,-12,1174.8,292.4,292.4,24.89,24.89,2026-07-17 16:26:57,"1"
{F83E233C-648F-4D8F-AC04-7C5548B6C0DC},MO2609-C-8500.CFE,"20260717",110,116.4,71,75.6,75.6,1420,1385.288,1913,424,112.8,-37.2,-37.2,-32.98,-32.98,2026-07-17 16:26:57,"1"
{6DED0E96-70E5-4741-B0DB-EAF66CEED48D},MO2607-P-7700.CFE,"20260717",105,497.6,102,436.2,434.1,12828,29887.472,0,-3801,89,347.2,345.1,390.11,387.75,2026-07-17 16:26:57,"1"
{8075053F-FD52-4B4B-A48F-B9D2E558E71E},MO2612-P-8200.CFE,"20260717",1144.4,1454.8,1144.4,1454.8,1457,82,1023.616,1187,46,1090.2,364.6,366.8,33.44,33.65,2026-07-17 16:26:57,"1"
{9BEC381B-9CEA-4317-B963-6B83F7EF1F34},MO2609-P-9200.CFE,"20260717",1755,2090.4,1755,2090.4,2135,32,598.886,511,6,1670,420.4,465,25.17,27.84,2026-07-17 16:26:57,"1"
{B72A115F-A855-46A0-9EBA-B3AB77DBA0C5},MO2612-C-8600.CFE,"20260717",182,196.8,131.2,140.8,140.8,563,961.49,2787,138,198.2,-57.4,-57.4,-28.96,-28.96,2026-07-17 16:26:57,"1"
{C0656FC4-B43A-4446-AA2D-BB052D60A2CA},MO2608-C-7000.CFE,"20260717",800,800,367.2,382,382,1021,4936.546,555,465,704,-322,-322,-45.74,-45.74,2026-07-17 16:26:57,"1"
{CA29C085-D2CE-4229-B9C6-56644C4754CC},MO2609-P-7900.CFE,"20260717",667.8,977.2,656.8,970,965.8,231,1749.52,426,-84,592.2,377.8,373.6,63.8,63.09,2026-07-17 16:26:57,"1"
{CA55DF5C-BD30-4F60-AAD3-CABA93BAC75C},MO2607-P-6900.CFE,"20260717",0.2,1.8,0.2,0.2,0,225,1.288,0,0,0.2,0,-0.2,0,-100,2026-07-17 16:26:57,"1"
{F8EA6906-DC68-45F2-878F-C8EA58F54712},MO2703-P-10000.CFE,"20260717",2881,3147.4,2881,3147.4,3257.2,16,471.714,107,8,2837.2,310.2,420,10.93,14.8,2026-07-17 16:26:57,"1"
{77A3CC9B-34F9-49E0-9A0B-91802A35CBA5},MO2706-C-9200.CFE,"20260717",200.2,200.2,160,160,160,8,14.568,54,1,209,-49,-49,-23.44,-23.44,2026-07-17 16:26:57,"1"
{80B25C29-3BBB-4A5C-B16F-195846CE1B3F},MO2608-C-8300.CFE,"20260717",80,87.6,40,46.4,46.4,5703,3842.504,4165,88,84.4,-38,-38,-45.02,-45.02,2026-07-17 16:26:57,"1"
{8A913E94-7138-4F50-97B8-CDAD5A0BED5F},MO2607-C-7400.CFE,"20260717",230.6,230.6,0.2,0.2,0,33847,16833.896,0,-449,262,-261.8,-262,-99.92,-100,2026-07-17 16:26:57,"1"
{C10A9513-3A0B-49C2-8E33-580701500549},MO2703-C-9000.CFE,"20260717",196.8,197,158.8,158.8,144.6,51,92.398,1015,16,197.4,-38.6,-52.8,-19.55,-26.75,2026-07-17 16:26:57,"1"
{C18445C7-2F83-42A6-A951-B5884D76322E},MO2607-P-8500.CFE,"20260717",911,1298,911,1239.6,1234.1,927,9876.974,0,-2258,841.8,397.8,392.3,47.26,46.6,2026-07-17 16:26:57,"1"
{CAD98B98-0C97-4B4E-84CF-5369487823C9},MO2706-P-9400.CFE,"20260717",2686.8,2789.6,2686.8,2789.6,3003.8,5,130.874,17,-1,2457,332.6,546.8,13.54,22.25,2026-07-17 16:26:57,"1"
{CADEFF3D-724D-446E-A4F4-84529DF55958},MO2607-P-8000.CFE,"20260717",384.4,801.2,368,735,734.1,3846,21823.524,0,-3593,347.6,387.4,386.5,111.45,111.19,2026-07-17 16:26:57,"1"
{CB07804A-E247-480A-8535-840B000DF358},MO2703-C-9400.CFE,"20260717",147.4,148.6,114.2,114.2,117.6,90,122.288,322,-12,148.6,-34.4,-31,-23.15,-20.86,2026-07-17 16:26:57,"1"
{D456CC8F-9F73-4416-A2DB-2840A9F06B19},MO2608-P-9500.CFE,"20260717",1983,2301,1975.2,2202,2361.8,16,332.046,115,8,1895.4,306.6,466.4,16.18,24.61,2026-07-17 16:26:57,"1"
{F04F35D7-ED58-4DDE-A347-25B267E06B4E},MO2607-C-9200.CFE,"20260717",0.2,0.2,0.2,0.2,0,118,0.236,0,-1940,0.2,0,-0.2,0,-100,2026-07-17 16:26:57,"1"
{F08BD7F1-52F9-4E78-BC36-9197BF248190},MO2608-P-7700.CFE,"20260717",370,709.8,363,700,695,4059,20036.152,2414,-12,347,353,348,101.73,100.29,2026-07-17 16:26:57,"1"
{8A961435-19E6-419F-9DF7-A17295AA0CC1},MO2609-P-7200.CFE,"20260717",250,476.8,250,462,462,4338,16814.41,3166,-374,233,229,229,98.28,98.28,2026-07-17 16:26:57,"1"
{8AD542B9-DCC8-4052-A9ED-26AEF4CD6AEF},MO2609-C-8000.CFE,"20260717",208.6,234.4,128,138,138,3594,6529.37,12910,1413,230.6,-92.6,-92.6,-40.16,-40.16,2026-07-17 16:26:57,"1"
{8B0DF4AA-9024-454C-8E14-649A168BB420},MO2608-P-7100.CFE,"20260717",116,317.6,105,307,307,6941,16156.516,1362,233,112.8,194.2,194.2,172.16,172.16,2026-07-17 16:26:57,"1"
{9433A00C-C8E6-4FDA-9BFC-3E2EBF42A3A1},MO2609-C-8700.CFE,"20260717",80.4,86.6,56,58.4,58.4,604,442.498,1143,68,85.6,-27.2,-27.2,-31.78,-31.78,2026-07-17 16:26:57,"1"
{B89C16DA-DA74-402A-B0E1-AFD41EAE775A},MO2607-P-7000.CFE,"20260717",0.2,4.8,0.2,0.2,0,1927,31.126,0,-298,0.2,0,-0.2,0,-100,2026-07-17 16:26:57,"1"
{C1EB29E1-B8FE-4146-9C07-43BC605E2A79},MO2608-P-9800.CFE,"20260717",2272,2682.4,2272,2682.4,2658.4,21,508.84,239,7,2192.2,490.2,466.2,22.36,21.27,2026-07-17 16:26:57,"1"
{C215A414-FA24-43E2-ACF8-EF0142A61CA5},MO2609-C-9600.CFE,"20260717",25,32,23.8,24.4,24.8,1004,265.742,2287,-58,25.8,-1.4,-1,-5.43,-3.88,2026-07-17 16:26:57,"1"
{C25E621F-8AE1-45B4-9334-1053DC74320F},MO2607-P-7100.CFE,"20260717",0.4,12.4,0.2,0.2,0,6995,266.03,0,-416,0.6,-0.4,-0.6,-66.67,-100,2026-07-17 16:26:57,"1"
{CB61FEB9-57E5-4968-9BAB-505F739A5632},MO2607-C-9000.CFE,"20260717",0.2,0.2,0.2,0.2,0,328,0.656,0,-8342,0.2,0,-0.2,0,-100,2026-07-17 16:26:57,"1"
{DDCB5885-B735-46B1-BF48-AC219FF21EB4},MO2612-C-9000.CFE,"20260717",126,139.8,97.2,102.6,102.6,426,526.27,1705,39,137.6,-35,-35,-25.44,-25.44,2026-07-17 16:26:57,"1"
{DDFC7C98-2DCA-4660-95EE-ACF6356FA5F4},MO2609-P-7300.CFE,"20260717",306.6,537.6,304.4,523,523,1016,4083.22,452,124,273.8,249.2,249.2,91.02,91.02,2026-07-17 16:26:57,"1"
